candidate_index,global_coupling,speed_mm_per_ms,mu,a_scale,b_scale,fast_ratio,fast_fraction,noise_nsig,noise_tau_ms,dorsattn_time_contrast,visual_time_contrast,default_noise_contrast,visual_noise_contrast,network_noise_mode_1,network_noise_mode_2,default_incident_weight_contrast,dorsattn_salventattn_weight_balance
1221,11.1553225184232,3.315843360498548,0.2349233965907245,0.758911149084568,0.993503822620958,1.6348853831291197,0.1940434380993247,0.0045073970214619,1.357824608276649,-0.2009769938997924,-0.0876124919168651,0.2855948213115334,-0.2937446836754679,0.0850765161979943,0.2035142682921141,0.0,0.0
1222,8.22575671028346,12.0,0.1704610808108002,0.8171645916849375,1.0664506773557514,1.8206452701687807,0.4026172611676156,0.0014217644835955,0.3633910893400865,0.3,-0.2455038675963878,0.4308398565463722,-0.4514992022328079,-0.1459906713142991,0.2372854041270911,0.0,0.0
1223,15.481551831252872,4.937349425256253,0.2021002187669277,0.7400747383236885,0.9490370838940144,2.61190292429924,0.1234347326867282,0.0009435944322937,0.9848039836586632,-0.2054772373326122,0.1997826207205652,0.0151041574031114,0.0394635622948408,-0.154823862131685,-0.1639649003185331,0.0,0.0
1224,11.897017837613822,10.320988649874923,0.2471182177234441,0.8684937004745007,0.7888850773070009,2.9233681177496917,0.3709744328819215,0.0040982001055326,0.3921460811172799,0.3,-0.087386831536889,-0.1551429893821477,0.4630052087828517,-0.0448609090391546,-0.1312650114782154,0.0,0.0
1225,10.58265269931406,3.548968182876706,0.2421788436256348,0.7481534461975098,1.0271880461219698,1.681596025764942,0.1917472272366285,0.0043594434401053,1.3172434581787174,-0.2689095292724669,0.1122460179626941,-0.1571127377264201,0.3324694531969726,0.0948344481717795,-0.1998232692480087,0.0,0.0
1226,16.408906015083193,11.648999544605612,0.2646660107322037,0.7880711289197206,1.1451257035788147,2.2539704724550247,0.3404041598737239,0.0024928264380725,0.5863050647689713,-0.2726832167096435,-0.2081988685838878,0.1120588504895567,-0.0242826697230339,-0.35,0.1064823901038617,0.0,0.0
1227,14.024511375278234,5.549976230412722,0.2248884116593748,1.0138860375136138,1.0338886491525918,2.695116870641709,0.1721574425324797,0.0013685027606472,0.7968955526051141,-0.2575201579593122,0.0307013982273638,0.1118242617882788,0.2826112761162221,0.2874273145720362,-0.2086723299864679,0.0,0.0
1228,6.460876902975142,5.250973301753402,0.297824008860439,0.6500000000000001,0.75,2.1460421915650367,0.0721029903180897,0.0005,0.910437824359392,-0.1685161857828497,0.1030580141544342,0.4602769117243588,-0.2501656063832342,-0.1266775272022932,-0.0742223754208534,0.0,0.0
1229,7.664669408388436,4.26370302028954,0.292876963102445,0.6791868925839663,0.7798819116801023,2.0186148191690445,0.058838967680931,0.0005479995122028,0.6854994452093824,0.3,-0.1135357653424143,-0.0271507405489683,0.3707200491800904,-0.0384990820493549,-0.0700031852964312,0.0,0.0
1230,6.913479623384774,4.7588595010340216,0.2954018796738237,0.6596468044668437,0.7570305356774479,1.9864769589304925,0.0832697015814483,0.0006619457630558,0.798315001252851,0.2420232464522123,0.2710706898830831,-0.1957432430423796,-0.1913097899593412,0.1591757078655064,0.35,0.0,0.0
1231,7.150727477706969,11.720525184646249,0.17,0.8476620090901852,1.0698522134218365,1.870215267419815,0.3660413567721843,0.0015888782942614,0.3336067384880033,-0.0449930268377065,-0.3,0.0626307635009288,-0.5,-0.119800811626017,-0.2671272516585886,0.0,0.0
1232,15.755881037861108,5.249839911609888,0.2027801476232707,0.6998346183598042,0.9627155232299118,2.50652318161726,0.1188931294344365,0.0010782418538817,1.1376463083824722,-0.1916503943055868,-0.3,-0.3103704793564975,0.3808059698157012,0.0932715630941092,-0.0241857169233262,0.0,0.0
1233,14.7934110186249,5.862138894945383,0.2202244040105491,1.0494038710147142,1.0290197979211806,2.748834111630917,0.1752567105181515,0.001179062220723,0.8210911063688627,-0.2313165282905101,0.1812532230243086,-0.1049854480475187,0.3935725779831409,0.0956463324055076,-0.2837944504767656,0.0,0.0
1234,7.578160351589322,5.278476932272315,0.2951219898175448,0.6502585467994213,0.75,2.0579909140467643,0.05,0.0005,0.7275832961047892,-0.0113800676241517,-0.0843708652742207,0.0942240271531045,0.2562749767117202,-0.1256338867750019,0.3005828030426055,0.0,0.0
1235,14.413201222345233,5.679399524256587,0.2187775114953518,1.0393017604500057,1.0565648925304412,2.59715009957552,0.1943865650705993,0.0012937664149564,1.0549329373104728,-0.2618493903055787,-0.2465917317084968,-0.0594317423924803,-0.2735986267402768,-0.1343401395026594,0.193977858202532,0.0,0.0
1236,7.698341476283968,12.0,0.172203060291335,0.851220964550972,1.0768331163134426,1.8629302250146864,0.3756008349731564,0.0014372843374706,0.2545608246610444,-0.3,-0.2265431155487894,-0.0818457433953881,-0.1408362371474504,-0.0982520203031599,0.1864402626622469,0.0,0.0
1237,17.25138513509184,4.673928721249103,0.1998021998830139,0.7203017876595259,0.93907229706645,2.593994428575039,0.1568873465061187,0.0009879025554146,1.2294321562718764,-0.099458640474826,-0.2375995685085654,-0.347671484965831,0.1012232101894915,0.1757642865441739,0.2468828507568687,0.0,0.0
1238,10.499628332927823,3.808841877803207,0.2287933531232178,0.7774584987610579,0.9915800771210342,1.720220699071884,0.2067704206332564,0.0056495478329185,1.4318692284996388,-0.1976730036623775,-0.1522698338739573,-0.3977790289372205,0.0379078321903944,-0.226643340172246,-0.3060487815625965,0.0,0.0
1239,15.42725253034383,5.231667437031865,0.1983248939137906,0.7063588571399451,0.9666081219613551,2.444189770281315,0.137762870453298,0.0007783327061447,1.1046446866609063,-0.3,0.0637699283771216,0.1248555992729961,0.322602353375405,0.2432197487000375,-0.1455781779624521,0.0,0.0
1240,15.601314224079252,5.721921125799417,0.1885747547730803,0.721551130399108,0.927243660762906,2.4825282152295114,0.1082247097976505,0.0007221623066274,0.9502012540896624,-0.1761682322658598,-0.0109662985168397,0.1787733134441077,-0.4312302560918033,0.0489187862649559,0.2241407419927418,0.0,0.0
1241,16.679739583656193,4.909259964525699,0.1993679695922881,0.7302629363387824,0.9593879187684504,2.5469554835557937,0.1554734398052096,0.0009564490508414,1.269108747538774,-0.3,-0.2640965522713959,0.039685951732099,-0.1476472559943795,-0.1706042664647102,0.2026724448353052,0.0,0.0
1242,17.069112962409854,5.379806911572814,0.1939523229259998,0.7115072473734617,0.9547532536536456,2.609843493640423,0.1273492419533431,0.0010301878106064,1.1917239798506156,-0.2358195108063518,0.1252979131713509,-0.1334937509708106,0.4050648751668632,0.117467646067962,-0.1852516521643847,0.0,0.0
1243,9.983436549417677,3.362900241091847,0.2400207830652594,0.776200418457389,1.003409530961886,1.6516920157670971,0.2256682191230356,0.0045583662458384,1.2844193643059345,-0.243177704449743,-0.1890470932647585,-0.0236929384991526,-0.0409448106214404,-0.35,0.0292608315553516,0.0,0.0
1244,16.323348166309295,5.485317746549844,0.1963900210384279,0.7376395066678524,0.9424256762824952,2.4606090935468674,0.1203425414301455,0.0011148448611333,1.160954722261016,0.0341432868763804,-0.1313696911968291,0.1810378666222095,-0.3249534866213798,0.1074219241477549,-0.2777752342913299,0.0,0.0
1245,11.375041426569224,3.444964362680912,0.2307586820214986,0.7365201798975468,1.0147086596768349,1.7304117674231527,0.2186179128102958,0.0049227881036204,1.241293981071723,-0.1496211008504033,-0.2563494976870716,-0.2790591974370182,0.3740818324126303,0.1646397496834397,-0.0084325008038431,0.0,0.0
1246,16.917218150608242,5.602432477101684,0.2017370642155408,0.7237313661873341,0.96994453888759,2.583806655406952,0.1012126303277909,0.0006728513505775,0.9710467243997156,0.1285434076935052,-0.1651864779442548,-0.1344387217983603,0.1761214027181267,0.0036935806702822,0.0713439734913408,0.0,0.0
1247,15.858273836933076,4.766324718669058,0.1930300633136183,0.7146306685507298,0.9177154901046304,2.5161858324408533,0.1484175261110067,0.0008929806280464,1.2880583393142049,-0.1667385911867022,-0.1961462846919894,0.154199331048876,-0.1066343994997441,0.3498414299618453,-0.1237422321774065,0.0,0.0
1248,5.963565767519176,4.998926110565662,0.2876761277835816,0.6500000000000001,0.761450623601675,2.014336324572563,0.05,0.000577349745893,0.7513655471977736,-0.2198975593373179,-0.1374196117669343,-0.42841691814363,-0.0719558832421898,-0.2613875912837684,-0.3085135828182101,0.0,0.0
1249,7.021978428922594,4.630373803526164,0.2946768675275146,0.6817860424816609,0.75,2.126722104847431,0.0857696347124874,0.0005,0.8232357778911003,-0.0387807179018855,0.284220252290368,0.2686938598938286,-0.0031661114655435,0.2593632992655039,-0.2203657240159809,0.0,0.0
1250,8.851831178031862,12.0,0.17,0.8348374393433332,1.051213721478358,1.8805671916007995,0.3796784718334675,0.0015586932237308,0.3655916774538692,-0.3,0.0677456358410417,0.0682726880162954,0.2835574630647898,0.2137312121745198,-0.1929167567249387,0.0,0.0
1251,6.352378156892955,4.213259088620543,0.3,0.6708427425324917,0.7754622486177832,1.9997763504385948,0.0666433915309608,0.0006321634264919,0.7219898392540096,0.2110569195896387,-0.0753551355488598,0.3403733013384044,-0.1931867131404578,0.2619892959687858,0.0878322347793727,0.0,0.0
1252,16.01043125152588,5.746176527440548,0.1978024397827685,0.7288855942934751,0.9618713802527636,2.519482014834881,0.1263937908224761,0.0008619671965738,1.2355010705789768,0.0171794104389846,-0.0694823251292109,0.0578066427074372,0.1464121189154684,-0.0994102733805775,0.3020555989500135,0.0,0.0
1253,5.148288248032332,6.594384449720383,0.2494982366625219,0.985164556235075,1.0821759383697065,1.593820047199726,0.119375914633274,0.0009425027477584,0.4819022821778719,-0.28392171606794,-0.2891296638250351,-0.0959637912735343,-0.2031107796728611,-0.1679484877698123,0.1964348413553089,0.0,0.0
1254,16.624370467811822,5.338290386274457,0.2002246633183211,0.7397743288129568,0.9337293160390108,2.5729101904034613,0.114818697143346,0.0008994102180684,1.1090683513776785,0.1685968352369964,-0.2370607381649315,0.2252824041061103,0.4122374484874308,0.2289209585618227,0.0558945889435708,0.0,0.0
1255,13.524418115392328,5.785332356765866,0.223762609295547,1.011750810176134,1.0574102839417756,2.587220586121082,0.2018860753439366,0.0009525582493879,0.9746395882434506,-0.3,0.2724359008558095,-0.2420655090734362,-0.3062858626246452,0.2739468989279121,-0.0217601037621498,0.0,0.0
1256,14.587751358263194,11.625243020430208,0.2761435657653958,0.7676575397849084,1.129243507688865,2.283544875264168,0.3264518169127404,0.0027268958011828,0.5512760620252626,-0.2375573354624211,0.2668763506449759,-0.2511212200298905,-0.3401278831809759,0.35,0.039314164109528,0.0,0.0
1257,16.52162407334894,4.696549320966005,0.1943745337083935,0.7249790310710669,0.9467263837438076,2.534573221743107,0.1443430927023291,0.0010683028756553,0.9462407113538908,-0.0038343115858733,-0.3,0.4362294090725481,-0.1121264137141406,-0.259211023427546,-0.1503822884857654,0.0,0.0
1258,16.345079460702838,11.367504293471574,0.273721344089508,0.7567497622966767,1.1550753595288843,2.435598365545273,0.3073236863501369,0.0030355137359664,0.4720434858295467,-0.1130829912610352,-0.2891876600459218,0.2827747889980674,0.1744578785449266,0.0968641194906085,0.2970295090731232,0.0,0.0
1259,6.650528158769012,3.941499339416623,0.2124722357660532,0.8145722131431103,0.9251984761059284,2.1709522589445114,0.2756691602058708,0.0080569568106851,1.064715350999993,-0.2279023163728415,-0.1547403209879994,0.084942011218518,-0.1008637220226228,-0.3182115460280328,0.1411371140573173,0.0,0.0
1260,6.979155553616583,4.073363716155291,0.2180101966183632,0.8195938670784235,0.9364146878998726,2.1148003065586094,0.220475027821958,0.0112550127013684,0.9511043954641204,-0.1434677352234721,-0.0191944669447839,-0.4444819836132228,-0.3904530466534197,-0.35,0.0047428764495998,0.0,0.0
1261,9.033950842767954,11.743694054707884,0.1793974502120167,0.8260304164141417,1.0878454708848149,1.887228755235672,0.4101549630798399,0.0014240818387821,0.3213103848499805,-0.1170066414400935,-0.1367833418659866,0.1820773037523031,0.3593784640729427,0.35,-0.0838314439970999,0.0,0.0
1262,8.288884104639292,12.0,0.17,0.8458766586631536,1.084896271381527,1.9272313254475597,0.3820328184589743,0.0015090665160859,0.3583496454142295,0.2948921933770179,-0.1201391797363757,-0.0841692918352782,0.4238252186216414,-0.0537478274088352,-0.092733631759882,0.0,0.0
1263,5.789378201961517,4.277497475966811,0.2935262083157897,0.6576944632828237,0.75,2.0494872680902483,0.0727768635936081,0.0006114134454356,0.7085800359860089,-0.0100469891577959,-0.0161037134975194,0.0846232196688652,-0.0313600327447056,0.0202606528121978,0.0310057007297873,0.0,0.0
1264,15.680651767887175,5.831430365517735,0.193859096775949,0.741263772264123,0.9659464934337884,2.567966321289539,0.1515359589830041,0.0007759974621886,0.9607025583407566,0.0297810201644897,-0.1883078924082219,-0.4846452545933425,-0.0845115647651255,-0.0090534210670739,-0.1519421541951596,0.0,0.0
1265,6.969420668445528,4.325435676798224,0.298200959873572,0.6500000000000001,0.75,1.957684846878052,0.05,0.0006223051396586,0.9341589322897758,-0.0919195539504289,-0.2411342527158558,0.2477253083512187,0.0589284089580178,0.0733003819491714,0.3356634172536432,0.0,0.0
1266,7.644344164691866,4.734920971095562,0.2861702619377523,0.6639549126178026,0.7510656097233295,2.044433688223362,0.0693146248348057,0.0005877118336653,0.8578036186226193,-0.0900462005361914,-0.0396023905724286,0.3818284768424928,0.3130663789249956,-0.2890246634855867,0.0858514141123741,0.0,0.0
1267,16.356131904758513,5.056172869354486,0.199034681622684,0.7125002715140581,0.9481938682906328,2.600855703592301,0.1159341857396066,0.0007574448873916,1.0722523811821718,-0.1245748379677534,-0.2211251918748021,0.3317133016139268,0.4207728252932429,0.2871327029131353,-0.0548087527621537,0.0,0.0
1268,7.626313208416104,12.0,0.1788514813009649,0.8334177031069994,1.0800686183776709,1.8733235607147216,0.4030803124792874,0.0017510900974199,0.316177295485701,-0.2145311982817947,-0.2455142444483936,-0.2325227062404155,0.369408513866365,0.1194870375599712,-0.1201646360959858,0.0,0.0
1269,11.313518353290856,3.563676923140884,0.2318723758310079,0.7648570678830147,1.006167868193239,1.6240381173491476,0.2056863660737872,0.0040333907628477,1.225880245039666,-0.1856999321244657,-0.1072397445403039,0.1741474778763949,-0.4092104948870838,0.0767416844535618,0.280991256924346,0.0,0.0
1270,8.094497245773674,12.0,0.1735042907744646,0.8232156144529581,1.0537858206834645,1.8315130659341807,0.4216773294471204,0.0015742323917194,0.2709364996348015,0.3,-0.2245321917682886,0.3257221036031842,-0.3430636251345277,-0.1533482214286923,0.2784794284924864,0.0,0.0
1271,15.350214496850969,4.650808475166559,0.1912498804751783,0.7466677547097207,0.9633722272217272,2.622817309319973,0.1127444144897162,0.0010809401000625,1.302266776812847,-0.2205759866572916,0.1667003205791115,0.103345667142421,-0.0809251545555889,-0.1317278551720083,-0.1775425893291831,0.0,0.0
1272,12.059516727216542,10.27001696228981,0.2518676574632525,0.8747470075786115,0.7745500241015106,2.9117707725763324,0.3612362604402006,0.0035482038003659,0.4348596472425391,0.3,-0.1078709726929664,-0.0612766097299754,0.3647649495489895,-0.067956919753924,-0.0226951279267669,0.0,0.0
1273,10.74509111404419,3.349155044183135,0.2296222499873489,0.754567890405655,1.0398529929164797,1.6699521142244338,0.2117301515489816,0.0039050043277979,1.204817470368087,-0.257213782209903,0.145707913711667,-0.2341056207567453,0.4637565699964762,0.1021920020412654,-0.2730094890929758,0.0,0.0
1274,16.290799729190766,11.66365337111056,0.2772151807915419,0.7936539066582918,1.1324615936335176,2.2656349139809606,0.3529992318153381,0.0027629900015534,0.4441415383526944,-0.2607819781042635,-0.242111780192703,0.0399863796494901,-0.117600023318082,-0.3486998476833104,0.061981956930831,0.0,0.0
1275,13.906465564258395,5.715787863731384,0.2201311318337917,1.0196358060091737,1.0482245392072946,2.70673470145464,0.1549426187202334,0.0015660872376416,1.0685796983247042,-0.2694469518475235,0.0508424497134983,0.2120174853503704,0.4103817372769117,0.2633386338576673,-0.1996632265355437,0.0,0.0
1276,6.338236933946609,5.078138487413526,0.2869733965005725,0.6500000000000001,0.75,2.1351510380506515,0.081839903909713,0.0005,0.6802175107520635,-0.1837848026230931,0.082505071118474,0.5,-0.3034487953782082,-0.0710888427328318,-0.0326673810426145,0.0,0.0
1277,7.541968420892953,4.242007872089744,0.2959204215638339,0.6731237977296114,0.7655303789824247,2.007770666897297,0.05,0.0006427693547119,0.9086449680018112,0.3,-0.0800347307994961,-0.0992190874926745,0.4570501091517508,-0.0783339137937873,-0.0839264625217765,0.0,0.0
1278,7.080233935266733,4.970399342477322,0.2923511167101562,0.6537129806429148,0.7713829052243382,1.9973475019931797,0.0706768040172755,0.0005684204227696,0.8737755581023192,0.2571271448135376,0.2371705498807132,-0.2727347568050027,-0.2396721345931291,0.1203181577511131,0.2768654095232486,0.0,0.0
1279,7.317542808055878,11.78320509456098,0.1769165700118989,0.8422643166482449,1.0572045829687269,1.881132764518261,0.3832576683163642,0.0014116035947173,0.3023017578914473,-0.0600713956654071,-0.3,0.1564985231496393,-0.4725232881121337,-0.0652048046663403,-0.1909802271798252,0.0,0.0
1280,15.78736339017749,5.505678828805685,0.1970280211485922,0.7009181944131851,0.9334298258107157,2.509861247062683,0.1384488337859511,0.0008289401089132,1.059815347444836,-0.2013134700357914,-0.3,-0.3257301331870257,0.3537750680185854,0.1819177287891507,-0.0174296320807189,0.0,0.0
1281,14.970107265785336,5.953906398266554,0.218268395723775,1.05,1.057049768898636,2.722352974057198,0.169001757018268,0.0015336130069664,0.924446327394251,-0.2148251886516809,0.1890483915656804,-0.108304096981883,0.4086338632181286,0.0266691545732319,-0.2925269736368209,0.0,0.0
1282,7.537214463129639,5.074794499203563,0.3,0.6506521846652031,0.7727733721844852,2.096559187650681,0.0936670815385878,0.0005501571641301,0.9465634321352236,0.0523622440472245,-0.0884014189504086,0.0849713877402246,0.2270392582006752,-0.0725316178742796,0.29183503209427,0.0,0.0
1283,14.228154720291496,5.611645122990012,0.2206906495079398,1.0397151486724616,1.0310068572498858,2.5819123980999,0.1576043822616338,0.0009946370154792,0.7731516532560037,-0.3,-0.2539964360632002,-0.0793191367015242,-0.2549262747913599,-0.175615240542218,0.2007491866089404,0.0,0.0
1284,7.448168326877058,12.0,0.17,0.8500691901147366,1.0509125318024308,1.817510883629322,0.4124124022759497,0.0018695382888919,0.3467563933772814,-0.2662285754643381,-0.2204205804616212,-0.1020805803313851,-0.1229624505713582,-0.218274786144495,0.17770767730847,0.0,0.0
1285,17.141972211934625,4.8827459663152695,0.1978157899104058,0.7191697678714991,0.9637173805497586,2.6147677795886994,0.1070093425549566,0.0007595149057471,0.946596159125639,-0.1362018469311296,-0.228101234793663,-0.3572715670056641,0.0713798097334802,0.2761180495023727,0.2536389935687184,0.0,0.0
1286,10.740338014140724,3.713109130784869,0.2347407153569161,0.7770874885469675,1.0200912488680332,1.7115462014079093,0.2131717172451317,0.0043434438867063,1.2701243065260737,-0.2951667444147169,-0.1579458809383213,-0.4007447420805692,0.0537676854804158,-0.2483682879488915,-0.2992773909624666,0.0,0.0
1287,15.52831526655704,5.0000066045671705,0.20026844872199,0.7060134552270174,0.9376849745772778,2.4776977583169937,0.1184123246930539,0.0010124154603991,1.1873161036853557,-0.2286344643048942,0.0547180826850235,0.1098488812334835,0.2961791362054646,0.2531175436358898,-0.15432600688003,0.0,0.0
1288,15.354411100521684,5.6355723641812805,0.1944183535158634,0.7211961419135332,0.9553230760507284,2.437858960032463,0.1488741963356733,0.0009393471745959,1.2357784153351126,-0.2407551830895244,-0.0284548451788723,0.193298006337136,-0.4576452804543078,0.0429582472480833,0.2311659824866801,0.0,0.0
1289,16.57373639009893,4.64946486055851,0.2014153143916279,0.7299276967793703,0.9300330024529248,2.5684787369370463,0.101874761339277,0.0007353338369613,0.930424188617812,-0.2529922378845513,-0.2849608983658254,0.0437516709789633,-0.1317955981940031,-0.1449420552588999,0.1936861431282014,0.0,0.0
1290,17.32436518572271,5.452687085792422,0.1880659010980278,0.7103392681032419,0.9292644251994788,2.6004190936088563,0.1374712703004479,0.0007920220752564,1.1104530121118532,-0.2253119520284235,0.1432329478561878,-0.1248124006204307,0.3752131933905184,0.0131766196805984,-0.1942224361859262,0.0,0.0
1291,10.098902123980224,3.562333518639207,0.2381381668031215,0.7750580532103777,1.0284863837789744,1.6844499176144598,0.202479811348021,0.0059292830995997,1.4457570559857855,-0.2605152024440467,-0.1677362591475248,-0.0031463645026087,-0.0230627454072237,-0.2577795484941452,0.0362705576494336,0.0,0.0
1292,16.360327718518676,5.272251274436712,0.2022030839670449,0.7380198693871498,0.9671399790644644,2.463197072803974,0.1435603837668895,0.0008570792790381,1.029673547989499,0.1324783966317772,-0.1505877444706857,0.2019318832457065,-0.3062893274798989,0.1447597692683339,-0.2867615944370627,0.0,0.0
1293,11.557373490184546,3.405344286561012,0.2327756249025463,0.7369261523485184,0.9887386304531246,1.7031807274818418,0.2085836910456419,0.0064031056090665,1.3343732247790685,-0.2411279193386435,-0.2789417024441064,-0.270030404459685,0.3448543093912303,0.1076002173535525,-0.0014071985855698,0.0,0.0
1294,16.88858776610345,5.830137051269412,0.1958811630919575,0.7248280342817307,0.9410708225369452,2.62312483137846,0.154957701973617,0.0008751790000453,1.3227909113284666,0.08428727799654,-0.1455779604837298,-0.1307259383425116,0.1911909692734479,0.0766080219317227,0.0783537580240517,0.0,0.0
1295,15.685404222272336,4.867476278916001,0.1911778636146336,0.7157470927238465,0.9461574546229092,2.501698217153549,0.1079732625372707,0.000686515455279,0.991692948843828,-0.1291525480225682,-0.1731636157482862,0.1683710881508887,-0.1336735799349844,0.2651325201857835,-0.1327130779232829,0.0,0.0
1296,5.785190958306194,5.263717187568545,0.2981572034109383,0.683169006034732,0.75,2.054469050586224,0.0591580403596162,0.0005407364745698,0.6809723328059045,-0.2620327880457043,-0.1457584169693291,-0.5,-0.0109223901107907,-0.2970360323209315,-0.2429729506354778,0.0,0.0
1297,6.843681897297502,4.281134486570954,0.2915079515233635,0.6500000000000001,0.7742222580593079,1.9898965020179749,0.0763624783791601,0.0005,0.9083361573845692,0.0034608043357729,0.3,0.3079930915124714,-0.0297684522531926,0.2866224510315805,-0.2819330469314008,0.0,0.0
1298,9.029788995161653,11.979913918301463,0.1762289474457502,0.8485551304221153,1.0797617123778909,1.8344547069668768,0.3740856281667947,0.0016641822809402,0.3313713834883375,-0.2249232109487056,0.0220845456495881,0.197638518884778,0.2566035168617964,0.2336240060217677,-0.2572830362617969,0.0,0.0
1299,6.530257696434855,4.54839468896389,0.2861607911873608,0.6541707880347968,0.75,2.1427164775133134,0.0947856669686734,0.0006749083237465,0.7965477698243111,0.114920969903469,-0.0703916320949792,0.3008799716643989,-0.1332078645937144,0.2189742566868662,0.148357864961028,0.0,0.0
1300,16.117199938483537,5.406362501904368,0.1926835228487849,0.7125575176775456,0.9391896773893386,2.5574073218107225,0.1057883550785481,0.0008069677865872,1.1263381035842832,0.0323127852044999,-0.0778075218759477,0.0184849690459668,0.1173488406278193,-0.0562250814642757,0.35,0.0,0.0
1301,5.255135212577879,6.868646719679236,0.2619293132197112,0.9984468283206224,1.1034207313042133,1.4607048045396804,0.1325344442576169,0.000882298246938,0.5286081908788212,-0.2991613843627274,-0.2400802814103662,0.0335737063363194,-0.1396163490414619,-0.1879787499252706,0.1310226558707655,0.0,0.0
1302,16.517463083602486,5.664101438969373,0.1912061015803367,0.7025008144080639,0.9656411838848143,2.529104923725128,0.1166601675190031,0.0009607428631915,1.0113590024961203,0.0993576819263398,-0.2827354368120432,0.2647560383193195,0.4753803595341742,0.2014916541613638,-0.0047498899195343,0.0,0.0
1303,13.417432453595104,5.525219544023275,0.2244940410487353,1.05,1.0252478236109015,2.72636227285862,0.1774915110878646,0.0010175876292701,1.0688000270389526,-0.2544323636256158,0.2773866198286414,-0.3714084633812308,-0.3364038713276386,0.3097328082732856,0.0427346374932676,0.0,0.0
1304,14.694711462631822,11.304169911146165,0.2651749836292117,0.7783767412155866,1.147139567228034,2.419673758924007,0.3020426006428897,0.0025528779507956,0.5026175762048759,-0.3,0.2889125959351659,-0.3918894942477345,-0.3023860494047403,0.35,-0.0261915600281208,0.0,0.0
1305,16.628558085188267,4.952070674672723,0.1970559599407017,0.7173085869252682,0.9273404739070684,2.4937543909549715,0.1461992150917649,0.001000071563099,1.037847384060994,0.0924045327343046,-0.3,0.4867763715423643,-0.1618433451466262,-0.231781719027087,-0.0887801776882261,0.0,0.0
1306,16.238259123787284,11.71205611936748,0.2666524030379951,0.7884290499538184,1.1196171061713247,2.2934959545731544,0.3204675639607012,0.0032425412010414,0.4304187816866309,-0.0708430139757692,-0.2572238007299602,0.4233869881555438,0.1257956775277853,0.1168943816460668,0.35,0.0,0.0
1307,6.543733914382756,3.662645753473044,0.2268533030830323,0.7798442713767291,0.96045907734707,2.217891101419926,0.2550783764757216,0.0086069131804576,1.1676801950114213,-0.2700360001288354,-0.173401869636029,0.0341936443559825,-0.0627703686617314,-0.35,0.0807071929723024,0.0,0.0
1308,6.8012504736334085,4.319414019957184,0.2226416219208389,0.7853218635618687,0.95092379960604,2.248730554521084,0.2486319552734494,0.0105411665973122,0.8619228489846639,-0.0743316825404763,0.002855386801064,-0.4950504439882934,-0.4426309155859053,-0.3440604615081101,-0.0567329505831003,0.0,0.0
1309,8.856019670255481,11.413195510953663,0.17,0.8573511891961098,1.0718201408889143,1.850105641901493,0.4045474673993885,0.0013338548186563,0.3545560986025212,-0.1862473397031426,-0.1721089073494076,0.3228693986684083,0.3995812353491783,0.35,-0.0184462358020245,0.0,0.0
1310,8.467207280881702,12.0,0.1768766295816749,0.8385471625328064,1.0460782613530757,1.7874156188964845,0.3726403141394258,0.0016112117770202,0.3248394181958849,0.2796507741361856,-0.0881889288760721,-0.0334451694600284,0.4650826344825327,-0.0810069791749119,-0.0321774118896574,0.0,0.0
1311,5.967727470733226,4.631373992562294,0.2923072681941092,0.6679753158539534,0.7803991031013429,2.0926306056380275,0.0896199361421167,0.0006527495198515,0.7816759870948928,0.0050881365537643,-0.0347780466265976,-0.0559679053723812,-0.083186296261847,0.0559090938493609,-0.0335771793555468,0.0,0.0
1312,15.862984035350385,5.599038112536073,0.1879116909563541,0.7401084957569838,0.9366574808042496,2.547491155028343,0.1132888448052108,0.001009345387147,1.2475503740605638,0.0124450220614671,-0.1825907918550074,-0.4806689709238708,-0.0665477766655385,-0.0188449318613857,-0.1586981712114065,0.0,0.0
1313,7.006399880908429,4.228971509262919,0.2962574191290885,0.6500000000000001,0.7598862907569855,2.003016941010952,0.0962159834243357,0.0005,0.6858647554929733,-0.0814134693145752,-0.2320413012318313,0.2623363469168543,0.0289840421080589,0.0948863612581044,0.3443958730567246,0.0,0.0
1314,7.47147421028465,4.943300050497054,0.2919529399175196,0.6635862604230642,0.776181999038905,2.0111901935338974,0.0605402813479304,0.0005,0.7980941919521427,-0.0187892339900136,-0.0457101613059639,0.4024586499296129,0.3288253516517579,-0.35,0.0945993575602769,0.0,0.0
1315,16.3275017241016,5.100480624288321,0.2010210461497307,0.7121528788655996,0.92263910959661,2.609429770410061,0.1414077783748507,0.0009852100156806,1.208714525822538,-0.1891600957810878,-0.2306088135391473,0.340302469804883,0.3944395238161087,0.35,-0.061580254137516,0.0,0.0
1316,7.520309675112367,12.0,0.1729345961857587,0.8345036371797323,1.0541381268594414,1.9000909861922264,0.3774601550027728,0.0013462667305487,0.2808476084739557,-0.1769433333612978,-0.2415250025577843,-0.2235778556764125,0.3422766456753015,0.1609009869042784,-0.1114322387315333,0.0,0.0
1317,11.066615433581172,3.359556324407458,0.2299592516496777,0.7659642686545849,1.030816241137683,1.6206247014999389,0.2142557726986706,0.0052464015557029,1.3158763264272129,-0.2299578578285873,-0.0998762996681034,0.1951333333365619,-0.3940592081286013,0.0235332515742629,0.2742353016324341,0.0,0.0
